tsne_x,tsne_y,method,family
-0.60023016,-3.4775033,Diffusion,Generative AI
3.3445592,1.2718245,Diffusion,Generative AI
3.8375187,-3.009085,Diffusion,Generative AI
3.8115113,-3.0833373,Diffusion,Generative AI
5.2437115,-0.5779509,Diffusion,Generative AI
1.2673255,-0.4581514,Diffusion,Generative AI
-0.651456,-2.8853998,Diffusion,Generative AI
1.9303551,-0.5641228,Diffusion,Generative AI
2.0247333,3.1738832,Diffusion,Generative AI
2.359328,-0.18249325,Diffusion,Generative AI
-0.19181436,1.2517757,Diffusion,Generative AI
-0.41087615,-0.16039665,Diffusion,Generative AI
0.19494586,2.996002,Diffusion,Generative AI
-2.2824838,0.43568653,Diffusion,Generative AI
-10.404083,4.8031535,Diffusion,Generative AI
0.85149664,2.8118892,Diffusion,Generative AI
-3.5687635,-0.46507698,Diffusion,Generative AI
4.883648,-1.2744861,Diffusion,Generative AI
4.01903,-1.8796113,Diffusion,Generative AI
6.166379,3.491346,Diffusion,Generative AI
1.9378972,3.7648323,Diffusion,Generative AI
1.6227424,0.15235296,Diffusion,Generative AI
-2.20198,1.7654719,Diffusion,Generative AI
1.0093194,-1.505929,Diffusion,Generative AI
2.3013632,-3.9967165,Diffusion,Generative AI
3.6997015,-0.54241294,Diffusion,Generative AI
1.0584145,2.7278252,Diffusion,Generative AI
-0.896383,1.566483,Diffusion,Generative AI
-4.435632,-0.044730555,Diffusion,Generative AI
1.1121835,-1.0480508,Diffusion,Generative AI
-4.9711566,0.28690106,Diffusion,Generative AI
6.653878,0.6697092,Diffusion,Generative AI
-3.8447254,-1.6030054,Diffusion,Generative AI
-1.1270468,-5.758036,Diffusion,Generative AI
2.3896458,1.050696,Diffusion,Generative AI
-0.24077584,-1.7411896,Diffusion,Generative AI
3.4378753,0.7799558,Diffusion,Generative AI
4.3235326,-4.599656,Diffusion,Generative AI
1.6399786,5.775308,Diffusion,Generative AI
-0.47686502,-1.2775544,Diffusion,Generative AI
-3.3212867,2.41907,Diffusion,Generative AI
-0.08777452,-3.3020263,Diffusion,Generative AI
-1.0441806,-2.0169451,Diffusion,Generative AI
3.9200847,-3.1532786,Diffusion,Generative AI
2.0228834,2.9379065,Diffusion,Generative AI
3.3090048,4.2122526,Diffusion,Generative AI
2.8013072,1.3412008,Diffusion,Generative AI
3.2743487,-2.1687403,Diffusion,Generative AI
1.1784929,1.5922706,Diffusion,Generative AI
-2.2567184,0.59177554,Diffusion,Generative AI
2.2211049,-2.038659,Diffusion,Generative AI
0.629804,0.04382721,Diffusion,Generative AI
-2.205726,-0.28252965,Diffusion,Generative AI
3.6066277,-1.7249988,Diffusion,Generative AI
-2.595859,3.5681021,Diffusion,Generative AI
-1.2918465,-0.6656692,Diffusion,Generative AI
0.8693149,-4.0350885,Diffusion,Generative AI
-3.6852329,1.7500126,Diffusion,Generative AI
3.6117902,4.616505,Diffusion,Generative AI
0.77534693,2.286443,Diffusion,Generative AI
1.5619001,3.2879565,Diffusion,Generative AI
2.335535,1.9561232,Diffusion,Generative AI
3.7386844,2.7244298,Diffusion,Generative AI
0.9893416,2.6628618,Diffusion,Generative AI
-0.73723525,3.4830918,Diffusion,Generative AI
1.1653904,0.7135177,Diffusion,Generative AI
-1.3336637,4.1095886,Diffusion,Generative AI
3.0698738,3.9153361,Diffusion,Generative AI
-0.8655572,0.6472628,Diffusion,Generative AI
45.29966,-10.026012,Diffusion,Generative AI
5.4536443,-1.4912556,Diffusion,Generative AI
-5.5645514,1.3277786,Diffusion,Generative AI
2.9391916,2.7189822,Diffusion,Generative AI
2.2960708,0.4611039,Diffusion,Generative AI
-3.2112072,-1.1917384,Diffusion,Generative AI
-2.088708,-1.4124036,Diffusion,Generative AI
-0.400547,-4.1430197,Diffusion,Generative AI
-2.5302978,-2.257197,Diffusion,Generative AI
1.1171154,0.87166065,Diffusion,Generative AI
2.2408643,0.49409288,Diffusion,Generative AI
5.3506985,4.4368243,Diffusion,Generative AI
3.280788,4.191044,Diffusion,Generative AI
1.7228038,0.33184588,Diffusion,Generative AI
-1.5056323,5.006374,Diffusion,Generative AI
-0.012158117,4.202766,Diffusion,Generative AI
-1.9568566,1.0352328,Diffusion,Generative AI
-1.3446535,-1.8472965,Diffusion,Generative AI
4.859075,-2.705982,Diffusion,Generative AI
-0.15697967,1.9431891,Diffusion,Generative AI
2.2807424,-3.8596396,Diffusion,Generative AI
-0.830516,0.7997213,Diffusion,Generative AI
-3.5867217,1.189778,Diffusion,Generative AI
3.6416793,1.5643312,Diffusion,Generative AI
3.6741757,2.0262854,Diffusion,Generative AI
3.272241,1.0802051,Diffusion,Generative AI
-2.7576025,3.744745,Diffusion,Generative AI
2.2862344,1.1533638,Diffusion,Generative AI
6.3999553,0.6757659,Diffusion,Generative AI
4.0155535,3.0409112,Diffusion,Generative AI
-0.43575904,-3.7198267,Diffusion,Generative AI
-2.7649763,0.3931922,Diffusion,Generative AI
2.9454215,-1.72247,Diffusion,Generative AI
-0.98601776,-0.43460774,Diffusion,Generative AI
10.755674,10.718218,Masking GT-GAN,Generative AI
-43.957024,-22.893726,Masking GT-GAN,Generative AI
-40.857994,-21.437937,Masking GT-GAN,Generative AI
21.142178,8.963154,Masking GT-GAN,Generative AI
-20.08761,27.44756,Masking GT-GAN,Generative AI
48.37441,-9.324493,Masking GT-GAN,Generative AI
-43.955383,-22.895138,Masking GT-GAN,Generative AI
40.353523,14.973513,Masking GT-GAN,Generative AI
31.557802,33.4554,Masking GT-GAN,Generative AI
48.373898,-9.323537,Masking GT-GAN,Generative AI
21.14712,8.958387,Masking GT-GAN,Generative AI
-18.574913,26.22053,Masking GT-GAN,Generative AI
11.345581,-44.627544,Masking GT-GAN,Generative AI
-2.8140733,-18.561317,Masking GT-GAN,Generative AI
9.038805,-29.880249,Masking GT-GAN,Generative AI
29.102955,-0.6502208,Masking GT-GAN,Generative AI
-18.827984,40.180187,Masking GT-GAN,Generative AI
-4.9180713,23.804962,Masking GT-GAN,Generative AI
-33.75967,-1.6097891,Masking GT-GAN,Generative AI
7.2081604,25.383337,Masking GT-GAN,Generative AI
-28.791138,-4.878026,Masking GT-GAN,Generative AI
-13.738241,18.282436,Masking GT-GAN,Generative AI
-20.085907,27.448381,Masking GT-GAN,Generative AI
-33.611046,-1.3107406,Masking GT-GAN,Generative AI
-21.73981,15.422257,Masking GT-GAN,Generative AI
19.069136,24.549286,Masking GT-GAN,Generative AI
-33.74905,-1.6086823,Masking GT-GAN,Generative AI
-37.159763,26.549194,Masking GT-GAN,Generative AI
-0.3946941,-18.329268,Masking GT-GAN,Generative AI
-43.956768,-22.894571,Masking GT-GAN,Generative AI
22.46526,-16.76334,Masking GT-GAN,Generative AI
-43.957058,-22.894205,Masking GT-GAN,Generative AI
-18.593817,14.559418,Masking GT-GAN,Generative AI
-18.141443,-5.8392386,Masking GT-GAN,Generative AI
8.523366,-19.743685,Masking GT-GAN,Generative AI
-18.594198,39.893303,Masking GT-GAN,Generative AI
7.1830335,-30.638695,Masking GT-GAN,Generative AI
-7.6881423,43.81087,Masking GT-GAN,Generative AI
-40.858055,-21.437922,Masking GT-GAN,Generative AI
11.219689,35.83129,Masking GT-GAN,Generative AI
22.464336,-16.765015,Masking GT-GAN,Generative AI
10.79392,-42.016846,Masking GT-GAN,Generative AI
-20.106728,10.753987,Masking GT-GAN,Generative AI
-19.601295,12.596585,Masking GT-GAN,Generative AI
-8.46137,22.86087,Masking GT-GAN,Generative AI
-17.054932,15.8394375,Masking GT-GAN,Generative AI
-18.57593,26.220999,Masking GT-GAN,Generative AI
-36.946224,26.705149,Masking GT-GAN,Generative AI
-29.655289,14.123492,Masking GT-GAN,Generative AI
18.741636,24.614985,Masking GT-GAN,Generative AI
2.1364183,43.752193,Masking GT-GAN,Generative AI
-7.6882186,43.811127,Masking GT-GAN,Generative AI
-20.094963,27.446789,Masking GT-GAN,Generative AI
42.69957,3.8331876,Masking GT-GAN,Generative AI
-2.8139348,-18.561356,Masking GT-GAN,Generative AI
-20.106735,10.753945,Masking GT-GAN,Generative AI
11.298949,-44.62726,Masking GT-GAN,Generative AI
-19.96792,27.891178,Masking GT-GAN,Generative AI
-37.157715,26.55137,Masking GT-GAN,Generative AI
48.375446,-9.3247,Masking GT-GAN,Generative AI
21.142603,8.9679165,Masking GT-GAN,Generative AI
18.730621,24.601397,Masking GT-GAN,Generative AI
7.081512,16.817272,Masking GT-GAN,Generative AI
-7.859114,46.960537,Masking GT-GAN,Generative AI
-2.8601437,23.647015,Masking GT-GAN,Generative AI
-35.251724,28.44482,Masking GT-GAN,Generative AI
-13.738206,18.282421,Masking GT-GAN,Generative AI
-18.355185,-5.9366813,Masking GT-GAN,Generative AI
31.552858,33.46146,Masking GT-GAN,Generative AI
-19.355183,-4.7935553,Masking GT-GAN,Generative AI
11.318066,-44.62623,Masking GT-GAN,Generative AI
-7.688046,43.810802,Masking GT-GAN,Generative AI
-9.461593,19.432379,Masking GT-GAN,Generative AI
10.06768,-19.081305,Masking GT-GAN,Generative AI
-37.15552,26.55041,Masking GT-GAN,Generative AI
-25.962769,14.89248,Masking GT-GAN,Generative AI
20.538256,-35.522064,Masking GT-GAN,Generative AI
1.5196283,-34.215645,Masking GT-GAN,Generative AI
-36.93359,26.727386,Masking GT-GAN,Generative AI
40.353653,14.973189,Masking GT-GAN,Generative AI
48.3764,-9.3251,Masking GT-GAN,Generative AI
-29.667263,14.123403,Masking GT-GAN,Generative AI
-12.704272,5.479269,Masking GT-GAN,Generative AI
2.1991873,43.720375,Masking GT-GAN,Generative AI
-18.129364,-5.8271804,Masking GT-GAN,Generative AI
18.730755,24.599926,Masking GT-GAN,Generative AI
23.420118,-13.72226,Masking GT-GAN,Generative AI
18.794014,-5.4281087,Masking GT-GAN,Generative AI
48.369995,-9.32936,Masking GT-GAN,Generative AI
2.158082,43.723602,Masking GT-GAN,Generative AI
-43.955486,-22.89316,Masking GT-GAN,Generative AI
38.61545,-25.767702,Masking GT-GAN,Generative AI
40.35341,14.973443,Masking GT-GAN,Generative AI
40.353233,14.972983,Masking GT-GAN,Generative AI
-20.100779,27.44945,Masking GT-GAN,Generative AI
-43.955982,-22.895252,Masking GT-GAN,Generative AI
10.7584715,10.716859,Masking GT-GAN,Generative AI
19.14235,-8.519309,Masking GT-GAN,Generative AI
11.35686,-44.6341,Masking GT-GAN,Generative AI
-2.9212453,-18.545906,Masking GT-GAN,Generative AI
20.538866,-35.521458,Masking GT-GAN,Generative AI
11.320703,-44.639896,Masking GT-GAN,Generative AI
-28.754301,-4.844879,Masking GT-GAN,Generative AI
21.145935,8.966516,Masking GT-GAN,Generative AI
6.497347,27.1958,Masking GT-GAN,Generative AI
29.101974,-0.6528551,Masking GT-GAN,Generative AI
11.220037,35.829445,Masking GT-GAN,Generative AI
5.6573844,18.026175,Masking GT-GAN,Generative AI
-37.162083,26.552988,Masking GT-GAN,Generative AI
11.307145,-44.62145,Masking GT-GAN,Generative AI
38.61558,-25.76688,Masking GT-GAN,Generative AI
1.3086731,-19.903255,Masking GT-GAN,Generative AI
31.552795,33.45964,Masking GT-GAN,Generative AI
23.235321,-3.5740557,Masking GT-GAN,Generative AI
-18.57593,26.22102,Masking GT-GAN,Generative AI
9.953548,-18.84809,Masking GT-GAN,Generative AI
38.616467,-25.766151,Masking GT-GAN,Generative AI
31.553265,33.457397,Masking GT-GAN,Generative AI
10.421962,-28.973743,Masking GT-GAN,Generative AI
21.14129,8.967096,Masking GT-GAN,Generative AI
-10.942199,21.87843,Masking GT-GAN,Generative AI
36.24872,-24.32953,Masking GT-GAN,Generative AI
-33.558662,-1.3914108,Masking GT-GAN,Generative AI
-37.15821,26.548695,Masking GT-GAN,Generative AI
-36.962105,26.64716,Masking GT-GAN,Generative AI
11.327572,-44.63966,Masking GT-GAN,Generative AI
48.374203,-9.324266,Masking GT-GAN,Generative AI
-55.86567,-3.8989568,Masking GT-GAN,Generative AI
48.374535,-9.324046,Masking GT-GAN,Generative AI
-7.8530474,46.945293,Masking GT-GAN,Generative AI
-55.86148,-3.895788,Masking GT-GAN,Generative AI
11.316869,-44.644997,Masking GT-GAN,Generative AI
8.020782,23.399584,Masking GT-GAN,Generative AI
27.883362,-4.562172,Masking GT-GAN,Generative AI
-18.368687,-5.9130206,Masking GT-GAN,Generative AI
11.220607,35.831863,Masking GT-GAN,Generative AI
31.559553,33.460587,Masking GT-GAN,Generative AI
-18.828594,40.179947,Masking GT-GAN,Generative AI
11.329146,-44.636868,Masking GT-GAN,Generative AI
40.353348,14.974245,Masking GT-GAN,Generative AI
29.128681,-0.6271075,Masking GT-GAN,Generative AI
-29.655792,14.120722,Masking GT-GAN,Generative AI
-11.165822,38.03938,Masking GT-GAN,Generative AI
-33.5852,-1.3541224,Masking GT-GAN,Generative AI
10.75655,10.718006,Masking GT-GAN,Generative AI
-29.215168,16.542534,Masking GT-GAN,Generative AI
8.893308,16.699434,Masking GT-GAN,Generative AI
-29.663174,14.123645,Masking GT-GAN,Generative AI
29.128763,-0.6359613,Masking GT-GAN,Generative AI
-18.830399,40.18037,Masking GT-GAN,Generative AI
1.5210165,-34.214104,Masking GT-GAN,Generative AI
-18.366747,-5.908709,Masking GT-GAN,Generative AI
-12.642028,5.703591,Masking GT-GAN,Generative AI
5.81953,28.82949,Masking GT-GAN,Generative AI
-18.016516,38.590416,Masking GT-GAN,Generative AI
28.876673,33.304695,Masking GT-GAN,Generative AI
-27.246632,-4.0837936,Masking GT-GAN,Generative AI
-28.753881,-4.840899,Masking GT-GAN,Generative AI
-2.815813,-18.554789,Masking GT-GAN,Generative AI
10.758017,10.714942,Masking GT-GAN,Generative AI
11.277229,-44.62447,Masking GT-GAN,Generative AI
-55.8671,-3.8957636,Masking GT-GAN,Generative AI
42.706245,3.8364956,Masking GT-GAN,Generative AI
42.585064,3.7394156,Masking GT-GAN,Generative AI
38.616737,-25.766903,Masking GT-GAN,Generative AI
10.757739,10.715146,Masking GT-GAN,Generative AI
27.883394,-4.56207,Masking GT-GAN,Generative AI
22.464613,-16.758991,Masking GT-GAN,Generative AI
-33.57594,-1.3752161,Masking GT-GAN,Generative AI
-28.791191,-4.879246,Masking GT-GAN,Generative AI
19.067278,24.546738,Masking GT-GAN,Generative AI
19.067102,24.547026,Masking GT-GAN,Generative AI
11.289115,-44.622154,Masking GT-GAN,Generative AI
-20.09011,27.446466,Masking GT-GAN,Generative AI
3.959463,-32.73637,Masking GT-GAN,Generative AI
20.5394,-35.521786,Masking GT-GAN,Generative AI
-20.090075,27.446426,Masking GT-GAN,Generative AI
3.9595423,-32.73634,Masking GT-GAN,Generative AI
-9.485351,38.754078,Masking GT-GAN,Generative AI
18.79392,-5.4281397,Masking GT-GAN,Generative AI
38.617085,-25.764816,Masking GT-GAN,Generative AI
-19.971031,27.891668,Masking GT-GAN,Generative AI
20.537418,-35.52093,Masking GT-GAN,Generative AI
22.467377,-16.761772,Masking GT-GAN,Generative AI
1.5270414,-34.216473,Masking GT-GAN,Generative AI
-12.642866,5.7322907,Masking GT-GAN,Generative AI
-43.95265,-22.889977,Masking GT-GAN,Generative AI
10.421904,-28.973793,Masking GT-GAN,Generative AI
-2.8856018,-18.556913,Masking GT-GAN,Generative AI
40.347847,14.974414,Masking GT-GAN,Generative AI
22.464483,-16.760576,Masking GT-GAN,Generative AI
22.4672,-16.760809,Masking GT-GAN,Generative AI
19.067032,24.54991,Masking GT-GAN,Generative AI
42.581173,3.7374547,Masking GT-GAN,Generative AI
-28.790394,-4.878402,Masking GT-GAN,Generative AI
-55.86121,-3.8958457,Masking GT-GAN,Generative AI
42.585026,3.7392342,Masking GT-GAN,Generative AI
-9.4615555,19.43228,Masking GT-GAN,Generative AI
-2.8893995,-18.55145,Masking GT-GAN,Generative AI
-12.643346,5.7314568,Masking GT-GAN,Generative AI
2.312266,42.37971,Masking GT-GAN,Generative AI
9.038816,-29.8802,Masking GT-GAN,Generative AI
-33.577957,-1.376462,Masking GT-GAN,Generative AI
-7.917823,38.086647,Masking GT-GAN,Generative AI
20.537498,-35.521683,Masking GT-GAN,Generative AI
11.295899,-44.650246,Masking GT-GAN,Generative AI
8.942452,-22.532335,Masking GT-GAN,Generative AI
-35.251743,28.444834,Masking GT-GAN,Generative AI
31.550388,33.45984,Masking GT-GAN,Generative AI
1.5198321,-34.21805,Masking GT-GAN,Generative AI
0.25889084,19.375523,Masking GT-GAN,Generative AI
31.559252,33.46156,Masking GT-GAN,Generative AI
3.9594338,-32.736423,Masking GT-GAN,Generative AI
1.5194224,-34.216816,Masking GT-GAN,Generative AI
-18.597212,39.890854,Masking GT-GAN,Generative AI
-39.38773,-20.373428,Masking GT-GAN,Generative AI
2.2718492,43.732662,Masking GT-GAN,Generative AI
10.7578535,10.715127,Masking GT-GAN,Generative AI
-7.8557324,46.951557,Masking GT-GAN,Generative AI
20.536797,-35.521755,Masking GT-GAN,Generative AI
31.558577,33.456436,Masking GT-GAN,Generative AI
-8.461005,22.860704,Masking GT-GAN,Generative AI
-18.593819,14.559317,Masking GT-GAN,Generative AI
8.02077,23.399643,Masking GT-GAN,Generative AI
-18.346062,-5.9371724,Masking GT-GAN,Generative AI
10.063594,-19.079939,Masking GT-GAN,Generative AI
18.793993,-5.428146,Masking GT-GAN,Generative AI
-19.978563,27.494854,Masking GT-GAN,Generative AI
1.5270624,-34.21682,Masking GT-GAN,Generative AI
17.270855,24.099926,Masking GT-GAN,Generative AI
-43.954643,-22.893875,Masking GT-GAN,Generative AI
18.73036,24.601727,Masking GT-GAN,Generative AI
-1.443758,19.874987,Masking GT-GAN,Generative AI
-19.60127,12.596656,Masking GT-GAN,Generative AI
28.017939,-7.202134,Masking GT-GAN,Generative AI
30.976519,-8.566923,Masking GT-GAN,Generative AI
11.315838,-44.635437,Masking GT-GAN,Generative AI
-1.4437357,19.874958,Masking GT-GAN,Generative AI
-55.86508,-3.8887248,Masking GT-GAN,Generative AI
2.1361275,43.75224,Masking GT-GAN,Generative AI
9.038747,-29.880259,Masking GT-GAN,Generative AI
6.497432,27.195513,Masking GT-GAN,Generative AI
-18.829926,40.17976,Masking GT-GAN,Generative AI
11.319073,-44.613308,Masking GT-GAN,Generative AI
-12.681841,5.6294417,Masking GT-GAN,Generative AI
-18.344097,-5.9360094,Masking GT-GAN,Generative AI
-33.77535,-1.3093587,Masking GT-GAN,Generative AI
-3.0640707,-17.69513,Masking Diffusion,Generative AI
3.9673648,-32.72617,Masking Diffusion,Generative AI
21.225496,-35.56716,Masking Diffusion,Generative AI
-27.25909,-4.09638,Masking Diffusion,Generative AI
21.813467,9.074342,Masking Diffusion,Generative AI
-17.879162,-5.864586,Masking Diffusion,Generative AI
19.307709,24.17861,Masking Diffusion,Generative AI
-33.636818,-1.0740609,Masking Diffusion,Generative AI
-6.0380883,23.264927,Masking Diffusion,Generative AI
40.064365,15.663234,Masking Diffusion,Generative AI
28.914526,-0.38269347,Masking Diffusion,Generative AI
29.585339,-0.55275106,Masking Diffusion,Generative AI
9.674746,11.510603,Masking Diffusion,Generative AI
-37.665833,26.572437,Masking Diffusion,Generative AI
19.817509,-35.532864,Masking Diffusion,Generative AI
-53.530857,-3.061595,Masking Diffusion,Generative AI
42.227745,1.8692477,Masking Diffusion,Generative AI
-3.7910113,23.330448,Masking Diffusion,Generative AI
-2.784632,-17.814068,Masking Diffusion,Generative AI
22.08419,-17.248413,Masking Diffusion,Generative AI
-55.500996,-3.4081113,Masking Diffusion,Generative AI
0.27067637,19.374758,Masking Diffusion,Generative AI
-35.39694,6.114789,Masking Diffusion,Generative AI
19.212296,24.958961,Masking Diffusion,Generative AI
2.6446373,43.901276,Masking Diffusion,Generative AI
-35.751194,5.939393,Masking Diffusion,Generative AI
30.52892,33.790802,Masking Diffusion,Generative AI
-19.34373,-4.786201,Masking Diffusion,Generative AI
49.086544,-8.356072,Masking Diffusion,Generative AI
39.32536,-26.480907,Masking Diffusion,Generative AI
-56.395622,-1.9640363,Masking Diffusion,Generative AI
-12.882595,5.194211,Masking Diffusion,Generative AI
43.12056,3.880378,Masking Diffusion,Generative AI
21.769035,8.970338,Masking Diffusion,Generative AI
37.877914,-24.382792,Masking Diffusion,Generative AI
31.559673,34.83144,Masking Diffusion,Generative AI
-18.318636,39.96855,Masking Diffusion,Generative AI
8.852138,16.70434,Masking Diffusion,Generative AI
-9.4567795,19.431383,Masking Diffusion,Generative AI
11.658878,10.13526,Masking Diffusion,Generative AI
19.181396,24.147297,Masking Diffusion,Generative AI
11.428991,-43.55488,Masking Diffusion,Generative AI
-56.476864,-1.7773815,Masking Diffusion,Generative AI
40.899784,14.365488,Masking Diffusion,Generative AI
11.233573,36.66205,Masking Diffusion,Generative AI
39.509415,-25.7778,Masking Diffusion,Generative AI
-7.332808,46.224133,Masking Diffusion,Generative AI
8.914751,16.695562,Masking Diffusion,Generative AI
49.057476,-8.32313,Masking Diffusion,Generative AI
21.143051,-35.758373,Masking Diffusion,Generative AI
12.172753,-45.251392,Masking Diffusion,Generative AI
18.630964,24.168139,Masking Diffusion,Generative AI
-9.498768,38.76128,Masking Diffusion,Generative AI
20.196985,-34.75605,Masking Diffusion,Generative AI
-11.184291,38.032997,Masking Diffusion,Generative AI
-37.411327,27.13778,Masking Diffusion,Generative AI
-33.29378,-1.4009838,Masking Diffusion,Generative AI
-9.485844,38.749233,Masking Diffusion,Generative AI
39.57646,-25.25827,Masking Diffusion,Generative AI
9.760578,-19.196987,Masking Diffusion,Generative AI
-55.486423,-3.4565148,Masking Diffusion,Generative AI
-9.47369,19.427816,Masking Diffusion,Generative AI
-35.271828,28.434065,Masking Diffusion,Generative AI
32.400078,34.443325,Masking Diffusion,Generative AI
10.9078045,-45.55949,Masking Diffusion,Generative AI
42.934864,3.3823118,Masking Diffusion,Generative AI
11.0378275,36.620464,Masking Diffusion,Generative AI
-20.145123,9.396287,Masking Diffusion,Generative AI
48.610912,-8.419605,Masking Diffusion,Generative AI
1.6210619,17.91131,Masking Diffusion,Generative AI
-33.344215,27.762014,Masking Diffusion,Generative AI
2.3120787,42.28915,Masking Diffusion,Generative AI
12.12555,35.52838,Masking Diffusion,Generative AI
49.216743,-9.529766,Masking Diffusion,Generative AI
-17.07926,15.808501,Masking Diffusion,Generative AI
-6.603669,20.06295,Masking Diffusion,Generative AI
-8.419728,47.059597,Masking Diffusion,Generative AI
9.789809,-18.755434,Masking Diffusion,Generative AI
-2.8854928,23.641607,Masking Diffusion,Generative AI
18.455114,24.38065,Masking Diffusion,Generative AI
-28.958342,-5.2103953,Masking Diffusion,Generative AI
39.721325,15.574836,Masking Diffusion,Generative AI
7.2018857,25.401894,Masking Diffusion,Generative AI
39.656876,-26.23368,Masking Diffusion,Generative AI
-20.499386,27.14904,Masking Diffusion,Generative AI
-18.027557,38.611183,Masking Diffusion,Generative AI
-6.0417743,23.256239,Masking Diffusion,Generative AI
5.659413,18.024797,Masking Diffusion,Generative AI
12.626859,-44.974762,Masking Diffusion,Generative AI
-33.743,-1.0706904,Masking Diffusion,Generative AI
42.209995,1.8058751,Masking Diffusion,Generative AI
11.43048,36.549393,Masking Diffusion,Generative AI
22.638884,-16.231567,Masking Diffusion,Generative AI
9.304654,33.9864,Masking Diffusion,Generative AI
-19.565575,27.596098,Masking Diffusion,Generative AI
48.304283,-8.4781,Masking Diffusion,Generative AI
-30.646318,14.275436,Masking Diffusion,Generative AI
-33.835354,-1.8365545,Masking Diffusion,Generative AI
-29.572872,14.979758,Masking Diffusion,Generative AI
-55.329346,-4.0552135,Masking Diffusion,Generative AI
9.593024,11.129722,Masking Diffusion,Generative AI
-55.60017,-3.5096128,Masking Diffusion,Generative AI
-28.584133,-5.367227,Masking Diffusion,Generative AI
9.837657,-18.757841,Masking Diffusion,Generative AI
-35.463936,6.2537293,Masking Diffusion,Generative AI
10.243378,11.546468,Masking Diffusion,Generative AI
17.269178,24.088337,Masking Diffusion,Generative AI
-35.59051,6.3429756,Masking Diffusion,Generative AI
-30.536827,14.274099,Masking Diffusion,Generative AI
0.24588063,19.38341,Masking Diffusion,Generative AI
5.6642613,18.01598,Masking Diffusion,Generative AI
21.660364,8.788447,Masking Diffusion,Generative AI
-56.359562,-1.9818834,Masking Diffusion,Generative AI
2.3107595,42.394665,Masking Diffusion,Generative AI
22.389748,-16.054092,Masking Diffusion,Generative AI
-4.9349113,23.798481,Masking Diffusion,Generative AI
21.55475,1.2535877,Masking Diffusion,Generative AI
7.2036033,25.404688,Masking Diffusion,Generative AI
-7.6905417,43.79938,Masking Diffusion,Generative AI
-25.990774,14.927415,Masking Diffusion,Generative AI
2.1807673,-34.45628,Masking Diffusion,Generative AI
38.13764,15.394817,Masking Diffusion,Generative AI
10.870684,11.519904,Masking Diffusion,Generative AI
31.209034,-8.518556,Masking Diffusion,Generative AI
30.535757,33.008526,Masking Diffusion,Generative AI
18.793566,-5.416057,Masking Diffusion,Generative AI
28.012827,-7.2101736,Masking Diffusion,Generative AI
-3.4490294,20.320642,Masking Diffusion,Generative AI
21.717829,9.360853,Masking Diffusion,Generative AI
23.29207,-16.365911,Masking Diffusion,Generative AI
48.47237,-10.204968,Masking Diffusion,Generative AI
36.254257,-24.33303,Masking Diffusion,Generative AI
-18.290863,-6.306966,Masking Diffusion,Generative AI
11.732231,35.54808,Masking Diffusion,Generative AI
-18.231052,40.12831,Masking Diffusion,Generative AI
-18.283855,39.905045,Masking Diffusion,Generative AI
30.4115,34.20786,Masking Diffusion,Generative AI
-35.873657,6.1368275,Masking Diffusion,Generative AI
-30.379248,14.780604,Masking Diffusion,Generative AI
21.55454,1.2544235,Masking Diffusion,Generative AI
11.516483,11.424582,Masking Diffusion,Generative AI
47.850643,-8.530423,Masking Diffusion,Generative AI
-56.48096,-1.800848,Masking Diffusion,Generative AI
-37.585262,26.328094,Masking Diffusion,Generative AI
-18.593983,14.55038,Masking Diffusion,Generative AI
-13.73136,18.289087,Masking Diffusion,Generative AI
-0.41527933,-18.353975,Masking Diffusion,Generative AI
10.0519,11.329577,Masking Diffusion,Generative AI
10.407577,-18.852518,Masking Diffusion,Generative AI
23.418758,-13.72318,Masking Diffusion,Generative AI
32.977627,33.615086,Masking Diffusion,Generative AI
-19.113981,40.3026,Masking Diffusion,Generative AI
-43.570183,-23.60528,Masking Diffusion,Generative AI
-56.07214,-3.408921,Masking Diffusion,Generative AI
31.305527,34.515713,Masking Diffusion,Generative AI
28.927958,-1.0669175,Masking Diffusion,Generative AI
9.273712,33.975777,Masking Diffusion,Generative AI
10.436805,-28.967403,Masking Diffusion,Generative AI
40.069798,14.167,Masking Diffusion,Generative AI
10.657878,35.6625,Masking Diffusion,Generative AI
-16.246284,18.589073,Masking Diffusion,Generative AI
10.680253,36.31511,Masking Diffusion,Generative AI
-25.973547,14.9159565,Masking Diffusion,Generative AI
-18.574373,26.224224,Masking Diffusion,Generative AI
29.013334,-0.3274471,Masking Diffusion,Generative AI
48.21978,-8.336931,Masking Diffusion,Generative AI
48.275806,-10.535256,Masking Diffusion,Generative AI
39.712418,-25.766298,Masking Diffusion,Generative AI
40.994736,14.622577,Masking Diffusion,Generative AI
11.895944,-43.622746,Masking Diffusion,Generative AI
-36.712734,27.04531,Masking Diffusion,Generative AI
-6.624565,20.063347,Masking Diffusion,Generative AI
-3.6318316,-18.290648,Masking Diffusion,Generative AI
-2.230645,-18.626749,Masking Diffusion,Generative AI
39.63329,14.588206,Masking Diffusion,Generative AI
28.816183,-0.94845515,Masking Diffusion,Generative AI
-4.9359765,23.80305,Masking Diffusion,Generative AI
12.4943285,-44.40963,Masking Diffusion,Generative AI
42.20656,1.7992736,Masking Diffusion,Generative AI
40.653687,15.974809,Masking Diffusion,Generative AI
-28.228315,-5.1654387,Masking Diffusion,Generative AI
